name,qrtr,date,industry,EV/EBITDA,ROIC,Operating Margins,Leverage,Net Income,Earnings Per Share,Free Cash Flow,Revenue,EV/EBITDA_avg_8,EV/EBITDA_avg_4,EV/EBITDA_stdev_8,EV/EBITDA_stdev_4,EV/EBITDA_grth_8,EV/EBITDA_grth_4,ROIC_avg_8,ROIC_avg_4,ROIC_stdev_8,ROIC_stdev_4,ROIC_grth_8,ROIC_grth_4,Operating Margins_avg_8,Operating Margins_avg_4,Operating Margins_stdev_8,Operating Margins_stdev_4,Operating Margins_grth_8,Operating Margins_grth_4,Leverage_avg_8,Leverage_avg_4,Leverage_stdev_8,Leverage_stdev_4,Leverage_grth_8,Leverage_grth_4,Net Income_avg_8,Net Income_avg_4,Net Income_stdev_8,Net Income_stdev_4,Net Income_grth_8,Net Income_grth_4,Earnings Per Share_avg_8,Earnings Per Share_avg_4,Earnings Per Share_stdev_8,Earnings Per Share_stdev_4,Earnings Per Share_grth_8,Earnings Per Share_grth_4,Free Cash Flow_avg_8,Free Cash Flow_avg_4,Free Cash Flow_stdev_8,Free Cash Flow_stdev_4,Free Cash Flow_grth_8,Free Cash Flow_grth_4,Revenue_avg_8,Revenue_avg_4,Revenue_stdev_8,Revenue_stdev_4,Revenue_grth_8,Revenue_grth_4,fwd_rtn_8,fwd_rtn_1,fwd_rtn_2,fwd_rtn_4
COCA-COLA CO,1997-2,1997-07-17,BEVERAGES,103.02519177939395,0.1185827652451628,0.2961576354679803,2.5224394273127753,1314.0,0.529999971,364.6418604651162,5075.0,106.76352998087988,123.41022320910682,24.318812489639164,22.48411827010223,0.20315486158118712,-0.41159015825246026,0.09755579943746041,0.10029601004771593,0.01461537747243811,0.016141045590248964,0.10222518397101799,0.16689766538614204,0.23999655240269893,0.24618156176938832,0.03784972944466321,0.051860166633317405,0.18823773411902733,0.9583324820612784,2.679872392961915,2.5448564513661798,0.1514407632797993,0.05903214320499938,-0.07032475290737461,-0.012293821241055936,905.375,1007.5,218.0576185323503,228.23452850083837,0.3259473630816141,0.5050763153490312,0.469999987625,0.40499998625,0.10954450847551857,0.0914694725213472,-0.10216269462917194,0.5052720783282119,384.0394392854199,229.40608322711884,401.66877445630763,432.6147783653799,-0.03921170246868533,-0.32073623825182485,4639.25,4594.0,417.47121372103527,392.37312174340724,0.020849956334018538,0.11187199261762815,0.6269011149517558,0.8856463573685356,0.9390110081984842,1.0022351562925487
COCA-COLA CO,1997-3,1997-10-17,BEVERAGES,107.2996707036775,0.10278171726936798,0.2509083568833266,2.3900563109462984,1011.0,0.409999996,-500.00132890365455,4954.0,110.85867406936478,111.8976669074621,20.589549689573722,10.795320179533174,0.0843312828567051,-0.2058715139716324,0.09790211817594083,0.09958638877198195,0.01471435986097208,0.015889383513341654,0.16741154864092733,0.3938895719817206,0.24398522469442221,0.2641838803480181,0.03699248466018458,0.027492467680881635,0.10631141476024486,0.09942268295956769,2.6204084331592323,2.5058829589343503,0.16110716131456204,0.09719488387813485,-0.08452506045646324,-0.11762874386063937,931.5,1018.5,216.4169256649898,226.687008891114,0.28939615638023897,0.45790171106503896,0.441249988875,0.40999998875,0.08626164143589199,0.0909211988482344,-0.12699356950586727,0.4517646183423427,272.6539991998603,-17.430828507866295,508.72240254608295,510.96470965512043,(-1.4843366284584103+2.1220174191289494j),-0.2667841549224801,4646.625,4660.75,423.11765925263455,433.9734054831778,0.07953931863954455,0.1448657571740377,0.6159670110569366,1.0602550333843268,1.0795188331422079,0.8951509548567235
COCA-COLA CO,1997-4,1998-01-28,BEVERAGES,123.64034181497084,0.0866327334237802,0.24952137843012126,2.317056490220216,817.0,0.330000013,424.40962837837833,4701.0,114.67312863506152,110.92026373429276,19.639551084249977,8.9198627109898,0.1127938471068235,0.17270226310445236,0.09893216132743576,0.1012144036864569,0.01338158788941579,0.013362870465539656,-0.010885841249373862,-0.1382505410401521,0.24889452923912897,0.2681415261173,0.03438993740770877,0.022286140890630163,0.01155463001861734,-0.12573547217811365,2.561352623516878,2.428836165310067,0.17615632365939923,0.09310238079153361,-0.10631740513253907,-0.08946702032119047,952.625,1032.25,191.61787681290522,206.73231484216493,0.0809111959742741,-0.22278732994537265,0.417499992875,0.4149999915,0.08762745238060077,0.08386495465926341,-0.26080729303815364,-0.19967603670110912,309.6811486931036,192.17973076064132,507.4842613018401,463.8385044404726,-0.24498153029739034,-0.15057497004834386,4692.625,4717.0,403.7092084656975,416.2651398648062,0.06304633672940096,0.1854039038288373,0.6487649672856856,1.0181690245755224,1.0673305717846286,0.8187467995950177
COCA-COLA CO,1998-1,1998-04-15,BEVERAGES,135.14172534719634,0.0874791150315082,0.28763742427641914,2.2645634245320068,857.0,0.340000004,1403.8889782783588,4457.0,118.74713031616677,117.27673241130967,20.13947817435414,14.858237535036363,0.25945727503377514,0.4359127005080514,0.09882853200436784,0.09886908274245479,0.013478474868234218,0.015093018207809457,-0.13411386698749816,-0.3334331010368976,0.25427984174337837,0.2710561987644618,0.036895298931161856,0.024322165359733656,0.05607315685763936,-0.038173785726052234,2.4918282862404184,2.373528913252824,0.16875210067327073,0.11181846652418015,-0.11122058480076746,-0.13393266920656166,970.625,999.75,171.6116358858821,225.57685312697015,-0.10957948813658691,-0.4343940854121584,0.389999993125,0.40249999599999997,0.06907551629505744,0.09215022184817022,-0.11374275751640095,-0.4467296012345142,398.4172709778984,423.2347845545497,631.2548645305301,778.3491247233605,0.2565273941789541,5.034227147566404,4721.75,4796.75,372.25020387598755,274.92347420085224,-0.09287740247641307,-0.1589752369023687,0.49816548319668724,1.048284269136553,0.8292129116924843,0.6846090341213733
COCA-COLA CO,1998-2,1998-07-16,BEVERAGES,121.82508647888129,0.09975556358939698,0.3075131042516016,2.286286787726988,1191.0,0.479999989,1409.3361064891849,5151.0,122.69346464764416,121.9767060861815,16.52807325189852,11.424006479129645,-0.12322619253931688,0.18445287272690392,0.09722914618811464,0.09416228232851334,0.01232757406037156,0.008305385517672757,-0.032116843428529385,-0.03906279298695603,0.26003831386487775,0.27389506596036717,0.041483211109083255,0.028527707868271,0.36279873653706196,0.31158971159832194,2.4296736023612784,2.3144907533563774,0.13394883339411173,0.05478728058071733,-0.059620165200439,-0.05746656646082615,988.25,969.0,187.43894243955054,169.99607838614003,0.12643433169169271,0.24417310153405092,0.39749999337499997,0.3900000005,0.07573448757242182,0.0697614886595757,0.1259769659774974,0.2338901573855341,456.90721464384285,684.4083460605668,706.00677931481,915.3502516016842,0.8345504147660388,7.138960598567575,4704.875,4815.75,345.08609174275006,301.8690389335526,0.05542317572960842,0.053369477778193675,0.5699473338310992,0.7910191310754738,0.7670976745527239,0.6255030179451875
COCA-COLA CO,1998-3,1998-10-15,BEVERAGES,104.23685033501441,0.08010334730184565,0.26058563303138826,2.273374888691006,888.0,0.360000014,1020.5011655011654,4747.0,116.55433395073891,121.21100099401572,12.021165063321131,12.76016809458057,-0.10893553047371796,-0.20356908306342003,0.09403953930430735,0.08849268983663275,0.013121835686684805,0.008200003355283625,-0.00012357978260257863,-0.09920729023284736,0.27024913267270034,0.2763143849973826,0.025714464424823877,0.02624773095551474,0.06422543655873558,0.05955525389553196,2.395601678363452,2.285320397792554,0.13481091716592547,0.022961276087627155,-0.0789429378694132,-0.02505694798473368,978.375,938.25,190.76982203692492,170.9880600119981,0.09138001490775016,0.11751804777517139,0.393749996875,0.377500005,0.07689277024114395,0.06946220967787786,0.08920353102262579,0.12301290658941166,523.5515705769528,1064.5339696617718,733.9033459206829,463.949852024138,1.3513353531969483,2.221348436805479,4712.375,4764.0,345.2940517050028,287.6780608017696,0.03416083848591023,0.013068100980720754,0.734987488136057,0.9697586877700086,0.8256130897962455,0.688115236558651
COCA-COLA CO,1998-4,1999-01-26,BEVERAGES,151.6936498919892,0.05506108859507305,0.21018393898609242,2.2783529691776745,597.0,0.239999995,308.6924855491329,4458.0,119.57229587378153,128.2243280132703,17.123759460357526,20.124684949108268,0.2033691462843803,0.16655151583453498,0.09090709115795644,0.08059977862945597,0.018717314189263614,0.018856833416557736,-0.2758513298286217,-0.46058806670298913,0.2673107756268377,0.26648002513637536,0.031238437158148696,0.042171642502891106,-0.14411845420446256,-0.3418288411539343,2.352240341420993,2.275644517531919,0.10225183008316427,0.00910193134029732,-0.04857416448168472,0.00812725921678159,957.75,883.25,223.59961027310786,243.14656074063643,-0.2497039269688519,-0.38247006892214985,0.384999996,0.3550000005,0.09055384201047104,0.09848857534421672,-0.24227369139359,-0.3714935378574725,613.8922073575509,1035.6046839544606,640.5475042091872,517.6671897708076,-0.2226443078122089,-0.8672836616706624,4710.125,4703.25,347.1082324002126,328.21778846775914,0.04348322808085081,0.00029916607359115055,0.8569360892631005,0.851359312588134,0.8154150881892623,0.7923877902259753
COCA-COLA CO,1999-1,1999-04-21,BEVERAGES,116.43898081662294,0.0637607222526389,0.26,2.295240339302545,747.0,0.300000012,1557.804066543438,4400.0,120.4126871459683,123.54864188062696,16.731407835283285,20.15444278836752,0.07244311401502967,-0.05851033692422403,0.08676963158859671,0.07467018043473865,0.020760194922309003,0.01968356768834746,-0.2985154855629967,-0.4494186853933687,0.2653134339158662,0.25957066906727055,0.031115633747642483,0.039743933190753304,-0.0717051291356956,-0.20051013838914022,2.328421329738689,2.2833137462245534,0.08788152242612887,0.00956508923471503,-0.052507742622842746,0.005225002407766244,927.75,855.75,234.9278004591441,253.12101848720505,-0.27582589321423456,-0.4631184819684856,0.37374999924999996,0.3450000025,0.09530963531339129,0.10246950346322634,-0.2776148410949064,-0.4656324718360362,748.65912028764,1074.0834560207304,717.1137023213076,558.2933423172689,1.2928166124842573,0.14287221103481906,4742.875,4689.0,293.6613392036091,343.36084032205343,-0.07831837063266445,-0.18950905194243728,0.8429564534078179,0.9577801947222482,0.833459698087481,0.7276641971808516
COCA-COLA CO,1999-2,1999-07-15,BEVERAGES,98.07430998,0.07421419266375776,0.260543580131209,2.3384767992946105,942.0,0.379999995,1273.5505124450951,5335.0,119.79382692104406,117.61094775590664,17.53850560711861,23.969082786054475,-0.05007429202822655,-0.07804022148811918,0.08122356001592108,0.06828483770332884,0.01654600576279341,0.011108098854233403,-0.16979855595841575,-0.09680455808195487,0.2608616769987698,0.2478282880371724,0.028510950936614408,0.025097649902754513,0.021766292586715474,-0.00021516545164157463,2.3054260012364183,2.296361249116459,0.04190114745418751,0.029595308848879974,-0.012389552346308008,0.03836333019485538,881.25,793.5,177.30260653953817,154.65768652090978,-0.03958928123562111,0.08189201640178756,0.35500000225,0.320000004,0.07211102130940741,0.06324555541696276,-0.04249134635323193,0.07475159339372195,862.2727017851373,1040.1370575097078,719.5774340256623,534.7453298198318,1.3760084193361863,0.3436007156842167,4775.375,4735.0,345.48389976958407,427.823172194619,0.043248260951319395,0.1684772361855107,0.9021491688260763,0.8701993449856003,0.9717600295888291,0.9111823883814473
COCA-COLA CO,1999-3,1999-10-21,BEVERAGES,94.69189123604741,0.05354458394056833,0.21385483557112278,2.2967891846218844,787.0,0.319999993,649.030674846626,5139.0,118.2178544875903,115.22470798116488,19.29962240629229,26.122728913731727,-0.14137904772333543,-0.466508890835279,0.07506891834982113,0.06164514686300951,0.01653881498185235,0.009511843748830962,-0.24039014754869237,-0.036553345200512344,0.2562299868347443,0.23614558867210605,0.033013145417825525,0.02789970044801618,-0.0843684458588726,0.023354406604107814,2.293767610445866,2.3022148230991784,0.02424548199115516,0.025576030232003503,-0.005007696606642464,0.010803731262843508,853.25,768.25,171.47657066116724,141.79650912487233,-0.02115074468828293,0.44544155126963636,0.343750001875,0.30999999875,0.06926914075597829,0.05773502582199773,-0.017430146408752067,0.4675232196927186,1005.9017022539224,947.269434846073,485.38483908149095,570.3620944161731,0.27472686909662714,1.6935118300673375,4798.5,4833.0,364.7997493733475,473.90364702823996,0.052222630310158946,0.20869874558594037,1.2028882878495721,1.116709677142896,0.8730646470976393,1.0681168634076754
COCA-COLA CO,1999-4,2000-01-26,BEVERAGES,110.32285568457249,-0.016323077691481655,0.23565199756641655,2.2729948491537897,-45.0,-0.02,-570.3478260869565,4931.0,116.5531687212905,104.88200942931071,19.33939791815844,10.220072997217631,-0.10948046887916896,-0.06941481836141372,0.0621994419604134,0.043799105291370835,0.035473359315882996,0.04096012260847485,(-1.0852591442664499+0.3735447179563674j),(-1.081277143290451-0.1407761416731169j),0.2544963142267812,0.24251260331718708,0.033771242293993864,0.022355168910602616,-0.10766281489846807,-0.12287052874263404,2.288259905312563,2.3008752930932075,0.023180536610188957,0.02732301477714034,0.002125848969225963,-0.012901759143460367,745.5,607.75,362.23275863534406,443.21806145508106,(-1.041311855164412+0.18099906371822644j),(-1.0118075344206925-0.02045124952875758j),0.30000000025,0.245,0.14658005982105118,0.1799073825796672,(-1.044081585015865+0.1931340430811779j),(-1.013516003713754-0.023410405147511637j),881.5570204457556,727.5093569370506,724.2657206276597,944.8355093839662,(-1.1329939949604748+0.5826847637849243j),(-1.1309601852686442-0.2268296946539248j),4827.25,4951.25,365.081106448573,402.8236793768046,0.05945216647514551,0.1640628644267279,1.0559214389033469,0.7818188245053782,0.9376619336432127,1.08146049173564
COCA-COLA CO,2000-1,2000-04-18,BEVERAGES,106.2437248344877,-0.04049938104862734,0.2161654135338346,2.4964053021792854,-58.0,-0.02,140.8969072164948,4256.0,112.94091865720193,102.3331954337769,18.025575380056374,7.203113823608911,-0.07522084002733964,0.11257860156988353,0.04620212995039646,0.01773407946605427,0.04879869581478936,0.05484347817414171,(-1.1329422492336187+0.5824580509424462j),(-1.2229728042195693-0.38620022561440187j),0.24556231288395816,0.2315539567006457,0.033200411734149345,0.021658396025080937,-0.18242577950500594,-0.2203953118412727,2.317240140018473,2.3511665338123926,0.07540889673667656,0.10053695437700877,0.05152511809448668,0.0910451114900439,631.125,406.5,454.6607644324345,532.6515433814744,(-1.039571284653133+0.17337312603948307j),(-1.012156432007536-0.021055557875808976j),0.25499999975,0.16499999699999998,0.18322507511644975,0.21501937562306642,(-1.0361975137405899+0.15859166987054987j),(-1.0098620048252365-0.017081493421799005j),723.6830115630225,373.28256710531485,731.7570777874328,781.2299717341849,-0.7317703459129128,-0.9468895011905527,4802.125,4915.25,399.49626763856367,469.43680795892715,-0.10332651976749052,-0.26012856444866617,1.468098797664947,1.1993340455014363,1.2234109661391688,1.1584415677913473
COCA-COLA CO,2000-2,2000-07-19,BEVERAGES,86.23827479399236,0.0742481590011937,0.2689994532531438,2.5324477351916377,926.0,0.370000005,1641.461997019374,5487.0,108.49256719659081,99.37418663727499,19.821523943644603,10.977856183078497,-0.10265529868650547,-0.11722567735501743,0.04301370437687105,0.017742571050413262,0.04552310249039716,0.054855139550040705,-0.04244688905863214,0.5462991667665225,0.24074810650915093,0.23366792498112943,0.02461665437600278,0.02550261328433776,0.01832462361692566,0.35782279951087537,2.3480102584515543,2.3996592677866495,0.10528010899117003,0.13368956728729525,0.06361029637478977,0.1390928930664339,598.0,402.5,416.0576883077634,527.3231141024132,0.024233246992197754,0.24217181955758615,0.24125000175,0.1624999995,0.1673693535460678,0.2117191534950645,0.01577974798772619,0.2135816884414612,752.6987478792962,465.26043824888455,766.6011947155985,930.039028596437,0.3120571688705074,2.445779469242605,4844.125,4953.25,455.193659728629,518.3450427401938,0.08630516596278048,0.09129405674409652,1.5575736630751245,1.0200752415292822,1.1533586391138961,0.9900862662947023
